        Frequency - GHz                S1,1 (7)-abs,dB
                 10.2672                        -11.2069
                 10.2851                      -11.146513
                  10.303                      -11.079889
                 10.3209                      -11.007411
                 10.3388                      -10.929505
                 10.3567                      -10.846639
                 10.3746                      -10.759313
                 10.3925                       -10.66805
                 10.4104                      -10.573386
                 10.4283                      -10.475862
                 10.4462                       -10.37602
                 10.4641                      -10.274396
                  10.482                       -10.17151
                 10.4999                       -10.06787
                 10.5178                      -9.9639566
                 10.5357                      -9.8602281
                 10.5536                        -9.75712
                 10.5715                      -9.6550355
                 10.5894                      -9.5543512
                 10.6073                      -9.4554123
                 10.6252                      -9.3585372
                 10.6431                      -9.2640142
                  10.661                      -9.1720999
                 10.6789                      -9.0830268
                 10.6968                      -8.9969988
                 10.7147                      -8.9141951
                 10.7326                      -8.8347677
                 10.7505                      -8.7588466
                 10.7684                      -8.6865355
                 10.7863                      -8.6179211
                 10.8042                       -8.553064
                 10.8221                      -8.4920078
                   10.84                      -8.4347754
                 10.8579                      -8.3813704
                 10.8758                      -8.3317798
                 10.8937                      -8.2859701
                 10.9116                      -8.2438937
                 10.9295                      -8.2054854
                 10.9474                      -8.1706641
                 10.9653                      -8.1393313
                 10.9832                      -8.1113756
                 11.0011                      -8.0866677
                  11.019                       -8.065067
                 11.0369                      -8.0464149
                 11.0548                      -8.0305407
                 11.0727                      -8.0172601
                 11.0906                      -8.0063777
                 11.1085                      -7.9976817
                 11.1264                      -7.9909521
                 11.1443                      -7.9859566
                 11.1622                      -7.9824548
                 11.1801                      -7.9801967
                  11.198                      -7.9789263
                 11.2159                      -7.9783807
                 11.2338                      -7.9782974
                 11.2517                      -7.9784054
                 11.2696                      -7.9784411
                 11.2875                      -7.9781392
                 11.3054                      -7.9772418
                 11.3233                      -7.9754969
                 11.3412                      -7.9726648
                 11.3591                      -7.9685165
                  11.377                      -7.9628396
                 11.3949                      -7.9554407
                 11.4128                      -7.9461429
                 11.4307                      -7.9347966
                 11.4486                      -7.9212728
                 11.4665                      -7.9054688
                 11.4844                      -7.8873106
                 11.5023                      -7.8667501
                 11.5202                      -7.8437693
                 11.5381                      -7.8183759
                  11.556                      -7.7906082
                 11.5739                      -7.7605267
                 11.5918                      -7.7282237
                 11.6097                      -7.6938097
                 11.6276                      -7.6574193
                 11.6455                       -7.619207
                 11.6634                       -7.579345
                 11.6813                      -7.5380183
                 11.6992                       -7.495427
                 11.7171                      -7.4517771
                  11.735                      -7.4072852
                 11.7529                      -7.3621697
                 11.7708                      -7.3166531
                 11.7887                      -7.2709557
                 11.8066                      -7.2252974
                 11.8245                       -7.179892
                 11.8424                      -7.1349491
                 11.8603                      -7.0906721
                 11.8782                      -7.0472523
                 11.8961                      -7.0048733
                  11.914                      -6.9637087
                 11.9319                      -6.9239218
                 11.9498                      -6.8856614
                 11.9677                      -6.8490649
                 11.9856                      -6.8142587
                 12.0035                      -6.7813546
                 12.0214                      -6.7504548
                 12.0393                      -6.7216438
                 12.0572                      -6.6949991
                 12.0751                      -6.6705827
                  12.093                      -6.6484435
                 12.1109                      -6.6286211
                 12.1288                      -6.6111423
                 12.1467                      -6.5960235
                 12.1646                      -6.5832685
                 12.1825                      -6.5728725
                 12.2004                      -6.5648187
                 12.2183                      -6.5590829
                 12.2362                      -6.5556299
                 12.2541                      -6.5544175
                  12.272                      -6.5553927
                 12.2899                      -6.5584974
                 12.3078                      -6.5636632
                 12.3257                      -6.5708178
                 12.3436                      -6.5798816
                 12.3615                      -6.5907682
                 12.3794                      -6.6033866
                 12.3973                      -6.6176431
                 12.4152                      -6.6334371
                 12.4331                      -6.6506653
                  12.451                      -6.6692227
                 12.4689                      -6.6889998
                 12.4868                      -6.7098899
                 12.5047                      -6.7317796
                 12.5226                       -6.754559
                 12.5405                      -6.7781157
                 12.5584                      -6.8023415
                 12.5763                      -6.8271265
                 12.5942                       -6.852365
                 12.6121                      -6.8779526
                   12.63                      -6.9037864
                 12.6479                      -6.9297717
                 12.6658                      -6.9558129
                 12.6837                      -6.9818208
                 12.7016                      -7.0077115
                 12.7195                      -7.0334027
                 12.7374                       -7.058822
                 12.7553                       -7.083897
                 12.7732                      -7.1085655
                 12.7911                      -7.1327669
                  12.809                       -7.156447
                 12.8269                      -7.1795563
                 12.8448                      -7.2020515
                 12.8627                      -7.2238921
                 12.8806                      -7.2450433
                 12.8985                      -7.2654713
                 12.9164                       -7.285152
                 12.9343                      -7.3040583
                 12.9522                      -7.3221688
                 12.9701                      -7.3394639
                  12.988                      -7.3559267
                 13.0059                      -7.3715418
                 13.0238                      -7.3862952
                 13.0417                      -7.4001718
                 13.0596                      -7.4131599
                 13.0775                      -7.4252456
                 13.0954                      -7.4364183
                 13.1133                      -7.4466635
                 13.1312                       -7.455969
                 13.1491                      -7.4643212
                  13.167                      -7.4717068
                 13.1849                      -7.4781107
                 13.2028                      -7.4835202
                 13.2207                      -7.4879204
                 13.2386                      -7.4912974
                 13.2565                      -7.4936358
                 13.2744                      -7.4949235
                 13.2923                       -7.495148
                 13.3102                      -7.4942981
                 13.3281                      -7.4923618
                  13.346                       -7.489332
                 13.3639                      -7.4852034
                 13.3818                      -7.4799709
                 13.3997                      -7.4736344
                 13.4176                      -7.4661941
                 13.4355                      -7.4576569
                 13.4534                        -7.44803
                 13.4713                      -7.4373241
                 13.4892                      -7.4255559
                 13.5071                      -7.4127447
                  13.525                      -7.3989106
                 13.5429                        -7.38408
                 13.5608                      -7.3682837
                 13.5787                      -7.3515517
                 13.5966                      -7.3339197
                 13.6145                      -7.3154245
                 13.6324                      -7.2961057
                 13.6503                       -7.276005
                 13.6682                      -7.2551651
                 13.6861                      -7.2336285
                  13.704                      -7.2114404
                 13.7219                      -7.1886454
                 13.7398                      -7.1652844
                 13.7577                      -7.1414035
                 13.7756                      -7.1170398
                 13.7935                      -7.0922363
                 13.8114                       -7.067029
                 13.8293                      -7.0414506
                 13.8472                      -7.0155362
                 13.8651                      -6.9893116
                  13.883                      -6.9628034
                 13.9009                      -6.9360317
                 13.9188                      -6.9090165
                 13.9367                      -6.8817697
                 13.9546                      -6.8543039
                 13.9725                      -6.8266237
                 13.9904                      -6.7987335
                 14.0083                      -6.7706319
                 14.0262                      -6.7423174
                 14.0441                      -6.7137821
                  14.062                      -6.6850178
                 14.0799                       -6.656014
                 14.0978                      -6.6267585
                 14.1157                      -6.5972377
                 14.1336                      -6.5674365
                 14.1515                      -6.5373414
                 14.1694                      -6.5069385
                 14.1873                      -6.4762149
                 14.2052                      -6.4451583
                 14.2231                      -6.4137611
                  14.241                      -6.3820158
                 14.2589                      -6.3499202
                 14.2768                      -6.3174735
                 14.2947                      -6.2846802
                 14.3126                      -6.2515516
                 14.3305                      -6.2180997
                 14.3484                      -6.1843442
                 14.3663                      -6.1503111
                 14.3842                      -6.1160307
                 14.4021                       -6.081538
                   14.42                      -6.0468768
                 14.4379                      -6.0120931
                 14.4558                      -5.9772431
                 14.4737                      -5.9423839
                 14.4916                      -5.9075812
                 14.5095                      -5.8729027
                 14.5274                      -5.8384237
                 14.5453                      -5.8042239
                 14.5632                      -5.7703843
                 14.5811                      -5.7369907
                  14.599                      -5.7041327
                 14.6169                      -5.6719006
                 14.6348                       -5.640387
                 14.6527                        -5.60969
                 14.6706                      -5.5799012
                 14.6885                      -5.5511172
                 14.7064                      -5.5234338
                 14.7243                      -5.4969469
                 14.7422                      -5.4717498
                 14.7601                      -5.4479335
                  14.778                      -5.4255897
                 14.7959                      -5.4048048
                 14.8138                      -5.3856637
                 14.8317                      -5.3682468
                 14.8496                      -5.3526334
                 14.8675                      -5.3388964
                 14.8854                      -5.3271066
                 14.9033                      -5.3173269
                 14.9212                      -5.3096195
                 14.9391                      -5.3040365
                  14.957                      -5.3006337
                 14.9749                      -5.2994529
                 14.9928                      -5.3005322
                 15.0107                      -5.3039086
                 15.0286                      -5.3096083
                 15.0465                       -5.317653
                 15.0644                      -5.3280629
                 15.0823                       -5.340845
                 15.1002                       -5.356006
                 15.1181                      -5.3735436
                  15.136                      -5.3934522
                 15.1539                      -5.4157158
                 15.1718                      -5.4403158
                 15.1897                      -5.4672255
                 15.2076                      -5.4964155
                 15.2255                      -5.5278457
                 15.2434                      -5.5614723
                 15.2613                      -5.5972476
                 15.2792                      -5.6351135
                 15.2971                      -5.6750097
                  15.315                      -5.7168686
                 15.3329                      -5.7606171
                 15.3508                      -5.8061781
                 15.3687                      -5.8534675
                 15.3866                      -5.9023966
                 15.4045                      -5.9528726
                 15.4224                      -6.0047969
                 15.4403                      -6.0580658
                 15.4582                      -6.1125764
                 15.4761                      -6.1682154
                  15.494                      -6.2248722
                 15.5119                      -6.2824283
                 15.5298                      -6.3407656
                 15.5477                      -6.3997621
                 15.5656                      -6.4592976
                 15.5835                       -6.519247
                 15.6014                      -6.5794878
                 15.6193                      -6.6398925
                 15.6372                      -6.7003406
                 15.6551                      -6.7607082
                  15.673                      -6.8208762
                 15.6909                       -6.880725
                 15.7088                      -6.9401413
                 15.7267                      -6.9990116
                 15.7446                      -7.0572293
                 15.7625                      -7.1146919
                 15.7804                      -7.1713011
                 15.7983                       -7.226966
                 15.8162                      -7.2816004
                 15.8341                      -7.3351263
                  15.852                      -7.3874704
                 15.8699                      -7.4385691
                 15.8878                      -7.4883632
                 15.9057                      -7.5368052
                 15.9236                      -7.5838523
                 15.9415                      -7.6294707
                 15.9594                      -7.6736348
                 15.9773                      -7.7163245
                 15.9952                      -7.7575311
                 16.0131                       -7.797251
                  16.031                      -7.8354873
               16.048901                      -7.8722526
               16.066799                      -7.9075633
                 16.0847                      -7.9414442
                 16.1026                      -7.9739258
               16.120501                      -8.0050413
               16.138399                      -8.0348334
                 16.1563                      -8.0633469
                 16.1742                      -8.0906286
               16.192101                      -8.1167327
               16.209999                      -8.1417147
                 16.2279                      -8.1656329
                 16.2458                      -8.1885473
                 16.2637                      -8.2105208
               16.281601                       -8.231614
                 16.2995                      -8.2518918
                 16.3174                      -8.2714191
                 16.3353                      -8.2902565
               16.353201                      -8.3084675
               16.371099                      -8.3261126
                  16.389                      -8.3432517
                 16.4069                      -8.3599414
               16.424801                      -8.3762368
               16.442699                      -8.3921871
                 16.4606                      -8.4078401
                 16.4785                      -8.4232408
               16.496401                      -8.4384257
               16.514299                      -8.4534312
                 16.5322                      -8.4682845
                 16.5501                      -8.4830097
               16.568001                      -8.4976226
               16.585899                       -8.512135
                 16.6038                      -8.5265496
                 16.6217                      -8.5408645
               16.639601                      -8.5550684
               16.657499                      -8.5691421
                 16.6754                      -8.5830606
                 16.6933                      -8.5967889
               16.711201                      -8.6102858
               16.729099                      -8.6235006
                  16.747                      -8.6363733
                 16.7649                      -8.6488384
               16.782801                      -8.6608212
               16.800699                      -8.6722397
                 16.8186                      -8.6830046
                 16.8365                      -8.6930193
               16.854401                      -8.7021815
               16.872299                      -8.7103833
                 16.8902                      -8.7175128
                 16.9081                      -8.7234542
               16.926001                      -8.7280881
               16.943899                      -8.7312952
                 16.9618                      -8.7329551
                 16.9797                      -8.7329481
               16.997601                      -8.7311591
               17.015499                      -8.7274744
                 17.0334                      -8.7217892
                 17.0513                       -8.714002
               17.069201                      -8.7040232
               17.087099                      -8.6917741
                  17.105                      -8.6771813
                 17.1229                      -8.6601939
                 17.1408                      -8.6407675
               17.158701                      -8.6188757
                 17.1766                      -8.5945069
                 17.1945                      -8.5676686
                 17.2124                      -8.5383812
               17.230301                       -8.506686
               17.248199                      -8.4726381
                 17.2661                      -8.4363118
                  17.284                      -8.3977964
               17.301901                      -8.3571976
               17.319799                      -8.3146331
                 17.3377                      -8.2702377
                 17.3556                      -8.2241559
               17.373501                      -8.1765427
               17.391399                      -8.1275648
                 17.4093                      -8.0773947
                 17.4272                      -8.0262118
               17.445101                      -7.9742007
               17.462999                      -7.9215486
                 17.4809                      -7.8684443
                 17.4988                      -7.8150792
               17.516701                      -7.7616408
               17.534599                      -7.7083147
                 17.5525                      -7.6552857
                 17.5704                      -7.6027298
               17.588301                      -7.5508224
               17.606199                      -7.4997299
                 17.6241                      -7.4496106
                  17.642                      -7.4006196
               17.659901                      -7.3529002
               17.677799                      -7.3065881
                 17.6957                        -7.26181
                 17.7136                      -7.2186855
               17.731501                      -7.1773231
               17.749399                      -7.1378211
                 17.7673                      -7.1002697
                 17.7852                       -7.064751
               17.803101                      -7.0313362
               17.820999                      -7.0000881
                 17.8389                      -6.9710586
                 17.8568                      -6.9442931
               17.874701                      -6.9198261
               17.892599                      -6.8976849
                 17.9105                      -6.8778901
                 17.9284                      -6.8604499
               17.946301                      -6.8453696
               17.964199                      -6.8326436
                 17.9821                        -6.82226
                      18                      -6.8142008

        Frequency - GHz                S1,1 (11)-abs,dB
----------------------------------------------------------------------
                     0.1                     -0.30250704
                  0.1179                     -0.29639963
                  0.1358                     -0.28940701
              0.15369999                     -0.28157933
                  0.1716                     -0.27297327
                  0.1895                     -0.26365152
              0.20739999                     -0.25367927
                  0.2253                     -0.24312748
                  0.2432                     -0.23206788
              0.26109999                     -0.22057779
              0.27900001                     -0.20873249
                  0.2969                     -0.19661098
              0.31479999                     -0.18429389
              0.33270001                     -0.17185819
                  0.3506                     -0.15938428
              0.36849999                     -0.14694755
              0.38640001                      -0.1346251
                  0.4043                     -0.12248994
              0.42219999                      -0.1106138
              0.44010001                    -0.099064775
                   0.458                    -0.087907455
              0.47589999                     -0.07720364
              0.49380001                    -0.067012549
              0.51169997                    -0.057386606
              0.52960002                    -0.048377717
              0.54750001                    -0.040030107
                  0.5654                    -0.032384876
              0.58329999                    -0.025481575
              0.60119998                    -0.019351921
              0.61909997                    -0.014024531
              0.63700002                   -0.0095244213
              0.65490001                    -0.005871161
                  0.6728                   -0.0030819647
              0.69069999                   -0.0011685328
              0.70859998                  -0.00013944416
              0.72649997                  -9.2283413e-07
              0.74440002                  -0.00075311605
              0.76230001                    -0.002395245
                  0.7802                   -0.0049236253
              0.79809999                   -0.0083306572
              0.81599998                    -0.012606103
              0.83389997                    -0.017740155
              0.85180002                    -0.023717651
              0.86970001                    -0.030522055
                  0.8876                    -0.038136954
              0.90549999                    -0.046546463
              0.92339998                    -0.055729337
              0.94129997                    -0.065665957
              0.95920002                    -0.076336801
              0.97710001                    -0.087720657
                   0.995                    -0.099797998
                  1.0129                     -0.11254757
                  1.0308                     -0.12595049
                  1.0487                     -0.13998677
                  1.0666                     -0.15463923
                  1.0845                     -0.16988934
               1.1023999                     -0.18572213
               1.1203001                     -0.20212132
                  1.1382                     -0.21907356
                  1.1561                     -0.23656565
                   1.174                     -0.25458879
                  1.1919                     -0.27313266
                  1.2098                     -0.29218918
                  1.2277                     -0.31175433
                  1.2456                     -0.33182135
                  1.2635                     -0.35238892
                  1.2814                     -0.37345685
                  1.2993                     -0.39502293
               1.3171999                     -0.41709155
               1.3351001                     -0.43966642
                   1.353                     -0.46275129
                  1.3709                     -0.48635382
                  1.3888                     -0.51048012
                  1.4067                     -0.53513961
                  1.4246                     -0.56034252
                  1.4425                      -0.5861009
                  1.4604                     -0.61242503
                  1.4783                     -0.63932902
                  1.4962                      -0.6668255
                  1.5141                     -0.69492869
               1.5319999                     -0.72365416
               1.5499001                     -0.75301687
                  1.5678                     -0.78303259
                  1.5857                     -0.81371787
                  1.6036                     -0.84508968
                  1.6215                     -0.87716216
                  1.6394                     -0.90995599
                  1.6573                     -0.94348595
                  1.6752                     -0.97776818
                  1.6931                      -1.0128204
                   1.711                      -1.0486601
                  1.7289                      -1.0853022
               1.7467999                       -1.122765
               1.7647001                       -1.161062
                  1.7826                      -1.2002112
                  1.8005                      -1.2402251
                  1.8184                      -1.2811202
                  1.8363                      -1.3229075
                  1.8542                      -1.3656023
                  1.8721                      -1.4092137
                    1.89                      -1.4537541
                  1.9079                      -1.4992317
                  1.9258                      -1.5456535
                  1.9437                      -1.5930248
               1.9615999                      -1.6413507
               1.9795001                      -1.6906317
                  1.9974                      -1.7408684
                  2.0153                      -1.7920543
                  2.0332                      -1.8441843
                  2.0511                       -1.897247
                   2.069                      -1.9512293
                  2.0869                      -2.0061121
                  2.1048                      -2.0618735
                  2.1227                      -2.1184865
                  2.1406                      -2.1759175
                  2.1585                      -2.2341291
               2.1763999                      -2.2930763
               2.1942999                      -2.3527081
               2.2121999                      -2.4129695
               2.2300999                      -2.4737941
               2.2479999                      -2.5351112
               2.2658999                      -2.5968405
               2.2837999                      -2.6588961
               2.3017001                       -2.721183
               2.3196001                      -2.7835958
               2.3375001                      -2.8460248
               2.3554001                      -2.9083493
               2.3733001                      -2.9704426
               2.3912001                      -3.0321691
               2.4091001                      -3.0933846
                   2.427                      -3.1539415
                  2.4449                      -3.2136838
                  2.4628                      -3.2724513
                  2.4807                      -3.3300778
                  2.4986                      -3.3863978
                  2.5165                      -3.4412399
                  2.5344                      -3.4944352
                  2.5523                      -3.5458154
                  2.5702                      -3.5952163
                  2.5881                      -3.6424766
               2.6059999                      -3.6874438
               2.6238999                      -3.7299747
               2.6417999                      -3.7699355
               2.6596999                      -3.8072078
               2.6775999                      -3.8416867
               2.6954999                       -3.873284
               2.7133999                      -3.9019304
               2.7313001                      -3.9275769
               2.7492001                      -3.9501948
               2.7671001                      -3.9697787
               2.7850001                       -3.986345
               2.8029001                      -3.9999349
               2.8208001                      -4.0106091
               2.8387001                      -4.0184551
                  2.8566                        -4.02358
                  2.8745                      -4.0261129
                  2.8924                      -4.0262037
                  2.9103                       -4.024019
                  2.9282                       -4.019744
                  2.9461                      -4.0135774
                   2.964                      -4.0057332
                  2.9819                      -3.9964315
                  2.9998                      -3.9859067
                  3.0177                      -3.9743944
               3.0355999                      -3.9621418
               3.0534999                      -3.9493916
               3.0713999                      -3.9363918
               3.0892999                      -3.9233882
               3.1071999                      -3.9106223
               3.1250999                      -3.8983336
               3.1429999                      -3.8867551
               3.1609001                      -3.8761126
               3.1788001                      -3.8666247
               3.1967001                      -3.8585002
               3.2146001                      -3.8519405
               3.2325001                      -3.8471341
               3.2504001                      -3.8442602
               3.2683001                       -3.843487
                  3.2862                      -3.8449697
                  3.3041                      -3.8488521
                   3.322                      -3.8552666
                  3.3399                      -3.8643334
                  3.3578                      -3.8761589
                  3.3757                      -3.8908372
                  3.3936                      -3.9084511
                  3.4115                      -3.9290673
                  3.4294                      -3.9527437
                  3.4473                      -3.9795212
               3.4651999                       -4.009431
               3.4830999                      -4.0424879
               3.5009999                       -4.078697
               3.5188999                      -4.1180455
               3.5367999                      -4.1605093
               3.5546999                      -4.2060495
               3.5725999                      -4.2546145
               3.5905001                      -4.3061356
               3.6084001                      -4.3605304
               3.6263001                       -4.417704
               3.6442001                      -4.4775429
               3.6621001                      -4.5399194
               3.6800001                      -4.6046891
               3.6979001                      -4.6716944
                  3.7158                      -4.7407601
                  3.7337                      -4.8116936
                  3.7516                      -4.8842913
                  3.7695                      -4.9583291
                  3.7874                      -5.0335708
                  3.8053                      -5.1097626
                  3.8232                      -5.1866419
                  3.8411                      -5.2639273
                   3.859                      -5.3413309
                  3.8769                      -5.4185497
               3.8947999                      -5.4952786
               3.9126999                      -5.5711981
               3.9305999                      -5.6459899
               3.9484999                      -5.7193344
               3.9663999                      -5.7909117
               3.9842999                      -5.8604059
               4.0022001                      -5.9275072
               4.0201001                      -5.9919222
               4.0380001                      -6.0533651
               4.0559001                      -6.1115736
               4.0738001                       -6.166304
               4.0917001                      -6.2173363
               4.1096001                      -6.2644779
               4.1275001                      -6.3075672
                  4.1454                      -6.3464737
                  4.1633                      -6.3811001
                  4.1812                      -6.4113834
                  4.1991                      -6.4372956
                   4.217                      -6.4588447
                  4.2349                        -6.47607
                  4.2528                       -6.489046
                  4.2707                      -6.4978796
                  4.2886                      -6.5027017
                  4.3065                      -6.5036737
               4.3243999                      -6.5009779
               4.3422999                      -6.4948181
               4.3601999                      -6.4854143
               4.3780999                      -6.4729998
               4.3959999                      -6.4578187
               4.4138999                      -6.4401231
               4.4317999                      -6.4201668
               4.4496999                      -6.3982079
               4.4675999                      -6.3745025
               4.4854999                      -6.3493043
               4.5033998                       -6.322861
               4.5212998                      -6.2954141
               4.5391998                      -6.2671971
               4.5570998                      -6.2384359
               4.5749998                      -6.2093451
               4.5928998                       -6.180129
               4.6107998                      -6.1509816
               4.6286998                      -6.1220873
               4.6465998                      -6.0936185
               4.6645002                      -6.0657376
               4.6824002                      -6.0385973
               4.7003002                      -6.0123391
               4.7182002                      -5.9870956
               4.7361002                      -5.9629897
               4.7540002                      -5.9401394
               4.7719002                      -5.9186517
               4.7898002                      -5.8986249
               4.8077002                      -5.8801547
               4.8256001                       -5.863327
               4.8435001                      -5.8482248
               4.8614001                      -5.8349227
               4.8793001                       -5.823493
               4.8972001                      -5.8140052
               4.9151001                      -5.8065189
               4.9330001                       -5.801096
               4.9509001                      -5.7977908
               4.9688001                      -5.7966562
               4.9867001                      -5.7977423
                  5.0046                      -5.8010945
                  5.0225                      -5.8067572
                  5.0404                      -5.8147679
                  5.0583                      -5.8251676
                  5.0762                      -5.8379852
                  5.0941                      -5.8532525
                   5.112                       -5.870994
                  5.1299                      -5.8912332
                  5.1478                      -5.9139864
                  5.1657                      -5.9392643
               5.1835999                      -5.9670755
               5.2014999                      -5.9974193
               5.2193999                      -6.0302918
               5.2372999                      -6.0656779
               5.2551999                      -6.1035568
               5.2730999                       -6.143899
               5.2909999                      -6.1866663
               5.3088999                      -6.2318084
               5.3267999                      -6.2792656
               5.3446999                      -6.3289671
               5.3625998                      -6.3808265
               5.3804998                      -6.4347467
               5.3983998                      -6.4906144
               5.4162998                      -6.5483028
               5.4341998                      -6.6076658
               5.4520998                       -6.668543
               5.4699998                       -6.730758
               5.4878998                      -6.7941107
               5.5057998                      -6.8583872
               5.5237002                      -6.9233517
               5.5416002                      -6.9887533
               5.5595002                      -7.0543178
               5.5774002                      -7.1197544
               5.5953002                      -7.1847548
               5.6132002                      -7.2489954
               5.6311002                      -7.3121355
               5.6490002                      -7.3738252
               5.6669002                      -7.4336994
               5.6848001                      -7.4913899
               5.7027001                      -7.5465216
               5.7206001                      -7.5987223
               5.7385001                      -7.6476226
               5.7564001                      -7.6928628
               5.7743001                      -7.7340967
               5.7922001                      -7.7709983
               5.8101001                      -7.8032632
               5.8280001                      -7.8306192
               5.8459001                      -7.8528274
                  5.8638                      -7.8696867
                  5.8817                      -7.8810374
                  5.8996                       -7.886768
                  5.9175                      -7.8868076
                  5.9354                        -7.88114
                  5.9533                      -7.8697948
                  5.9712                      -7.8528478
                  5.9891                      -7.8304241
                   6.007                      -7.8026871
                  6.0249                      -7.7698448
               6.0427999                      -7.7321365
               6.0606999                      -7.6898369
               6.0785999                      -7.6432431
               6.0964999                      -7.5926735
               6.1143999                      -7.5384641
               6.1322999                      -7.4809594
               6.1501999                      -7.4205109
               6.1680999                      -7.3574707
               6.1859999                      -7.2921887
               6.2038999                      -7.2250062
               6.2217999                      -7.1562548
               6.2396998                      -7.0862559
               6.2575998                      -7.0153131
               6.2754998                      -6.9437144
               6.2933998                      -6.8717296
               6.3112998                      -6.7996074
               6.3291998                      -6.7275789
               6.3470998                      -6.6558552
               6.3649998                      -6.5846251
               6.3829002                      -6.5140588
               6.4008002                      -6.4443082
               6.4187002                      -6.3755035
               6.4366002                      -6.3077587
